Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Yubin,Jang Yubin,장유빈,유빈,10/6/2004,Mirae,17/03/2021,DSP,South Korea,,,,,,,M
B.S,Lee Youngsoo,이영수,비에스,14/04/1995,14U,17/04/2017,BG,South Korea,,,,,,,M
Dohyuk,Kim Dohyuk,김도혁,도혁,16/01/1998,14U,17/04/2017,BG,South Korea,,,,,,,M
E.sol,Jeon Jaehyuk,전재혁,이솔,17/09/1992,14U,17/04/2017,BG,South Korea,,,,,,,M
Eunjae,Kwak Eunjae,곽은재,은재,2/5/1996,14U,17/04/2017,BG,South Korea,,,,,,,M
Gohyeon,Go Hyeon,고현,고현,1/10/1994,14U,17/04/2017,BG,South Korea,,,,,,,M
Gun,Kwak Gun,곽건,건,29/09/2001,14U,17/04/2017,BG,South Korea,,,,,,,M
Gyeongtae,Kwon Gyeongtae,권경태,경태,23/07/2000,14U,17/04/2017,BG,South Korea,,,,,,,M
Hyunwoong,Kim Hyunwoong,김현웅,현웅,8/2/1998,14U,17/04/2017,BG,South Korea,,,,,,,M
Loudi,Won Jihoon,원지훈,로우디,13/04/1996,14U,17/04/2017,BG,Indonesia,South Korea| China,,,,,,M
Luha,Lee Gyeonghun,이경훈,루하,15/02/1993,14U,17/04/2017,BG,South Korea,,,,,,,M
Rio,Son Gwanghyuk,손광혁,리오,16/07/1999,14U,17/04/2017,BG,South Korea,,,,,,,M
Sejin,Lee Sejin,이세진,세진,22/07/1999,14U,17/04/2017,BG,South Korea,,,,,,,M
Woojoo,Kim Sangyoon,김상윤,우주,18/09/1996,14U,17/04/2017,BG,South Korea,,,,,,,M
Youngwoong,Cho Youngwoon,조영웅,영웅,1/5/1999,14U,17/04/2017,BG,South Korea,,,,,,,M
Bin,Kwon Soobin,김수빈,빈,28/10/1993,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Jisan,Choi Jinsang,최지상,지산,3/11/1999,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,11/1/1995,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Marco,Lee Hyunggeun,이형근,마르코,11/5/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Taro,Choi Wonjin,최원진,타로,9/11/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Hwi,Eun Hwi,은휘,휘,11/11/2004,TNX,17/05/2022,P NATION,South Korea,,,,Gangwon,,,M
Hyunsoo,Jang Hyunsoo,장현수,현수,16/09/2003,TNX,17/05/2022,P NATION,South Korea,,,,Sangju,,,M
Junhyeok,Cheon Junhyeok,천준혁,준혁,20/09/2004,TNX,17/05/2022,P NATION,South Korea,,,,Gyeonggi,,,M
Kyungjun,Woo Kyungjun,우경준,경준,30/08/2002,TNX,17/05/2022,P NATION,South Korea,,,,Seoul,,,M
Sungjun,Oh Sungjun,오성준,성준,30/08/2005,TNX,17/05/2022,P NATION,South Korea,,,,Ulsan,,,M
Taehun,Choi Taehun,최태훈,태훈,19/11/2002,TNX,17/05/2022,P NATION,South Korea,,,,Incheon,,,M
Hangyeom,Song Hangyeom,송한겸,한겸,17/07/1996,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,7 O'clock,M
Hyuk,Yang Hyuk,양혁,혁,15/03/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,183,67,,,ENOi,M
Jaehan,Kim Jaehan,김재한,재한,1/7/1995,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,Spectrum,M
Jehyun,Moon Jehyun,문제현,제현,20/04/1999,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M
Junghoon,Han Jeonghoon,한정훈,정훈,14/02/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,177,61,,,ENOi,M
Kevin,Park Jinwoo,박진우,케빈,12/1/2000,OMEGA X,17/10/2016,JT Corea,South Korea,,167,51,,,ENOi,M
Taedong,Kim Taedong,김태동,태동,7/11/1997,OMEGA X,17/10/2016,JT Corea,South Korea,,177,61,,,GIDONGDAE,M
XEN,Lee Jinwoo,이진우,젠,20/02/1998,OMEGA X,17/10/2016,JT Corea,South Korea,,,,,,1TEAM,M
Yechan,Shin Yechan,신예찬,예찬,14/05/2001,OMEGA X,17/10/2016,JT Corea,South Korea,,183,64,Seoul,,1the9,M
Babysoul,Lee Soojung,이수정,베이비소울,6/7/1992,Lovelyz,17/11/2014,Woollim,South Korea,,158,41,Gwangju,,,F
Jiae,Yoo Jiae,유지애,지애,21/05/1993,Lovelyz,17/11/2014,Woollim,South Korea,,163,43,Seoul,,,F
JIN,Park Myungeun,박명은,진,12/6/1996,Lovelyz,17/11/2014,Woollim,South Korea,,165,47,Busan,,,F
Jisoo,Seo Jisoo,서지수,지수,11/2/1994,Lovelyz,17/11/2014,Woollim,South Korea,,165,46,Incheon,,,F
Kei,Kim Jiyeon,김지연,케이,20/03/1995,Lovelyz,17/11/2014,Woollim,South Korea,,162,47,Incheon,,,F
Mijoo,Lee Mijoo,이미주,미주,23/09/1994,Lovelyz,17/11/2014,Woollim,South Korea,,167,47,Okcheon,,,F
Sujeong,Ryu Sujeong,류수정,수정,19/11/1997,Lovelyz,17/11/2014,Woollim,South Korea,,168,48,Daejeon,,,F
Yein,Jeong Yein,정예인,예인,4/6/1998,Lovelyz,17/11/2014,Woollim,South Korea,,166,,Incheon,,,F
Ayamy,Suzuki Ayami,스즈키 아야미,아야미,15/07/2000,Bling Bling,17/11/2020,Major9,Japan,,,,,,,F
Giselle,Uchinaga Aeri,우치나가 애리,지젤,30/10/2000,aespa,17/11/2020,SM,Japan,,166,,,,,F
Jieun,Choi Jieun,최지은,지은,3/3/2001,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F
Juhyun,Cha Juhyun,차주현,주현,1/4/2000,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F
Karina,Yoo Jimin,유지민,카리나,11/4/2000,aespa,17/11/2020,SM,South Korea,,167,45,Gyeonggi,,,F
Marin,Yasufuku Marin,야스후쿠 마린,마린,17/03/2001,Bling Bling,17/11/2020,Major9,Japan,,,,Osaka,,,F
Narin,Lee Narin,이나린,나린,29/10/2001,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F
Ningning,Ning Yizhuo,닝이쭤,닝닝,23/10/2002,aespa,17/11/2020,SM,China,,165,43,Harbin,,,F
Winter,Kim Minjung,김민정,윈터,1/1/2001,aespa,17/11/2020,SM,South Korea,,,,Yangsan,,,F
Yubin,Kim Yubin,김유빈,유빈,27/02/2002,Bling Bling,17/11/2020,Major9,South Korea,,166,47,,,,F
Doryun,Kim Doryun,킴도륜,도륜,1/5/2000,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M
Eunjun,Choi Eunjun,최은준,은준,6/8/1999,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M
Seunghwan,Park Seunghwan,박승환,승환,6/4/2002,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M
Seunghyun,Lee Seunghyun,이승현,승현,17/07/1998,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,Spectrum,M
Wooyoung,Hwang Wooyoung,황우영,우영,29/06/2003,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,,,,M
Yoel,Kim Yoel,킴요엘,요엘,25/01/2001,AIMERS,17/11/2022,Hyper Rhythm,South Korea,,,,Seoul,,,M
Arthur,Jang Yunho,장윤호,아서,15/04/2000,Kingdom,18/02/2021,GF,South Korea,,176,57,,,VARSITY,M
Chiwoo,Guk Seungjun,국승준,치우,2/9/2002,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Dann,Jung Seungbo,정승보,단,1/11/1997,Kingdom,18/02/2021,GF,South Korea,,178,,Ilsan,,VARSITY,M
Ivan,Park Yooseong,박유성,아이반,12/10/2001,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Jahan,Im Jihun,임지훈,자한,1/8/2002,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Louis,Yang Dongsik,양동식,루이,8/4/2001,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Mujin,Ko Sungho,고성호,무진,20/11/2000,Kingdom,18/02/2021,GF,South Korea,,,,,,,M
Dan-a,Park Seungyeon,박승연,단아,26/06/1993,Matilda,18/03/2016,Box,South Korea,,,160,,,,F
Haena,Lee Haena,이해나,해나,2/6/1991,Matilda,18/03/2016,Box,South Korea,,,165,,,,F
Saebyeol,Han Saebyeol,한새별,새별,23/05/1996,Matilda,18/03/2016,Box,South Korea,,,168,,,,F
Semmi,Oh Heesun,오희선,세미,22/10/1995,Matilda,18/03/2016,Box,South Korea,,,165,,,,F
Aisha,Heo Yoorim,허유림,아샤,21/07/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F
E:U,Park Jiwon,박지원,이유,19/05/1998,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F
Mia,Han Eunji,한은지,미아,13/01/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F
Onda,Jo Selim,조세림,온다,18/05/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F
Sihyeon,Kim Sihyeon,김시현,시현,5/8/1999,Everglow,18/03/2019,Yuehua,South Korea,,168,51,,,,F
Yiren,Wang Yiren,왕이런,이런,29/12/2000,Everglow,18/03/2019,Yuehua,China,,,,,,,F
Hyunjoo,Lee Hyunjoo,이현주,현주,5/2/1998,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,,APRIL,F
Jiwon,Yang Jiwon,양지원,지원,5/4/1988,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,SPICA-S,SPICA,F
NC.A,Im Soeun,임소은,앤씨아,7/10/1996,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Osan,,,F
Suji,Lee Suji,이수지,수지,20/03/1998,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Busan,,The Ark,F
Yoonjo,Shin Yoonjo,신윤조,윤조,14/12/1992,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Seoul,,Hello Venus,F
Hwasa,Ahn Hyejin,안혜진,화사,23/07/1995,Mamamoo,18/06/2014,RBW,South Korea,,162,44,Jeonju,,,F
Moonbyul,Moon Byulyi,문별이,문별,22/12/1992,Mamamoo,18/06/2014,RBW,South Korea,,165,45,Bucheon,,,F
Solar,Kim Yongsun,김용선,솔라,21/02/1991,Mamamoo,18/06/2014,RBW,South Korea,,163,43,Seoul,,,F
Wheein,Jung Wheein,정휘인,휘인,17/04/1995,Mamamoo,18/06/2014,RBW,South Korea,,162,43,Jeonju,,,F
Choa,Heo Minjin,허민진,초아,12/7/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,161,,Seoul,,,F
Ellin,Kim Minyoung,김민영,엘린,2/4/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,165,44,Daegu,,,F
Geummi,Baek Boram,백보람,금미,18/06/1988,Crayon Pop,18/07/2012,Chrome,South Korea,,165,,Seoul,,,F
Soyul,Park Hyekyeong,박혜경,소율,15/05/1991,Crayon Pop,18/07/2012,Chrome,South Korea,,160,,Seoul,,,F
Way,Heo Minsun,허민선,웨이,12/7/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,161,,Seoul,,,F
Ayeon,Son Minji,손민지,아연,29/09/2002,Saturday,18/07/2018,SD,South Korea,,162,47,,,,F
Haneul,Choi Haneul,최하늘,하늘,28/11/2000,Saturday,18/07/2018,SD,South Korea,,158,43,,,,F
Juyeon,Lee Juyeon,이주연,주연,6/11/2001,Saturday,18/07/2018,SD,South Korea,,164,44,,,,F
Minseo,Park Minseo,박민서,민서,21/03/2003,Saturday,18/07/2018,SD,South Korea,,163,45,,,,F
Yuki,Lim Jiyeon,임지연,유키,30/01/2002,Saturday,18/07/2018,SD,South Korea,,161,44,,,,F
Chanyong,Kim Chanyong,김찬용,찬용,29/04/1993,100%,18/09/2012,TOP Media,South Korea,,,,Suwon,,,M
Hyukjin,Jang Hyukjin,장혁진,혁진,20/12/1993,100%,18/09/2012,TOP Media,South Korea,,,,Busan,,,M
Jonghwan,Jo Jonghwan,조종환,종환,23/11/1992,100%,18/09/2012,TOP Media,South Korea,,,,Seoul,,,M
Minwoo†,Seo Minwoo,서민우,민우,8/2/1985,100%,18/09/2012,TOP Media,South Korea,,,,Daegu,,,M
Rokhyun,Kim Rokhyun,김록현,록현,10/2/1991,100%,18/09/2012,TOP Media,South Korea,,,,Suncheon,,,M
Hyunbin,Kwon Hyunbin,권현빈,현빈,4/3/1997,JBJ,18/10/2017,Fave,South Korea,,,,Seoul,,,M
Kenta,Takada Kenta,타카다 켄타,켄타,10/1/1995,JBJ,18/10/2017,Fave,Japan,,,,Fujioka,,,M
Longguo,Jin Longguo,진룽궈,룽궈,2/3/1996,JBJ,18/10/2017,Fave,China,,,,Heilong,,,M
Aran,Jeong Eunah,정은아,아란,11/10/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,162,44,,,,F
Keena,Song Jakyung,송자경,키나,9/7/2002,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,164,45,,,,F
Saena,Jung Sehyun,정세현,새나,12/3/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,160,42,Busan,,,F
Sio,Jeong Jiho,정지호,시오,6/10/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,165,45,Iksan,,,F
Eunbin,Kwon Eunbin,권은빈,은빈,6/1/2000,CLC,19/03/2015,Cube,South Korea,,167,48,Seoul,,,F
Seunghee,Oh Seunghee,오승희,승희,10/10/1995,CLC,19/03/2015,Cube,South Korea,,163,,Gwangju,,,F
Seungyeon,Jang Seunyeon,장승연,승연,6/11/1996,CLC,19/03/2015,Cube,South Korea,,163,,Seongnam,,,F
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,18/11/1996,CLC,19/03/2015,Cube,Thailand,,164,,Bangkok,,,F
YeeEun,Jang Yeeun,장예은,예은,10/8/1998,CLC,19/03/2015,Cube,South Korea,,166,,Dongducheon,,,F
CNU,Shin Dongwoo,신동우,신우,16/06/1991,B1A4,19/04/2010,WM,South Korea,,182,64,Seoul,,,M
Gongchan,Gong Chansik,공찬식,공찬,14/08/1993,B1A4,19/04/2010,WM,South Korea,,181,60,Suncheon,,,M
Sandeul,Lee Junghwan,이정환,산들,20/03/1992,B1A4,19/04/2010,WM,South Korea,,178,62,Busan,,,M
Bomi,Yoon Bomi,윤보미,보미,13/08/1993,Apink,19/04/2011,Plan A,South Korea,,163,,Suwon,Chobom,,F
Chorong,Park Chorong,박초롱,초롱,3/3/1991,Apink,19/04/2011,Plan A,South Korea,,165,,Chungwongoon,Chobom,,F
Eunji,Jung Eunji,정은지,은지,18/08/1993,Apink,19/04/2011,Plan A,South Korea,,163,,Busan,,,F
Hayoung,Oh Hayoung,오하영,하영,19/07/1996,Apink,19/04/2011,Plan A,South Korea,,167,,Seoul,,,F
Namjoo,Kim Namjoo,김남주,남주,15/04/1995,Apink,19/04/2011,Plan A,South Korea,,165,,Seoul,,,F
Dojin,Jeon Yongtae,전용태,도진,7/3/1997,ENOi,19/04/2019,KITHEWHALE,South Korea,,181,61,,,,M
Hamin,Jo Hamin,조하민,하민,24/10/1997,ENOi,19/04/2019,KITHEWHALE,South Korea,,183,65,,,,M
Laon,Shin Kyuhyun,신규현,라온,19/12/1995,ENOi,19/04/2019,KITHEWHALE,South Korea,,177,60,,,,M
Bomin,Kim Bomin,김보민,보민,24/09/2001,RedSquare,19/05/2020,About,South Korea,,,,Gwangju,,Good Day,F
Denise,Kim Denise,김데니스,데니스,11/1/2001,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,,,,F
Dita,Dita Karang,디타 가랑,디타,25/12/1996,SECRET NUMBER,19/05/2020,Vine,Indonesia,,,,Yogyakarta,,,F
Jinny,Park Jinhee,박진희,지니,19/01/1998,SECRET NUMBER,19/05/2020,Vine,South Korea,USA,,,California,,,F
Lea,Ogawa Mizuki,오가와 미즈키,레아,12/8/1995,SECRET NUMBER,19/05/2020,Vine,Japan,,169,,Tokyo,,Skarf,F
Lina,Oh Hyesoo,오혜수,리나,23/05/1997,RedSquare,19/05/2020,About,South Korea,,,,,,,F
Soodam,Lee Soodam,이수담,수담,9/11/1999,SECRET NUMBER,19/05/2020,Vine,South Korea,,,,,,,F
Nason,Kim Duyeop,김두엽,네이슨,12/6/1995,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M
Noah,Hwang Seundae,황승대,노아,18/03/1998,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M
Sieun,Lee Sieun,이시은,시은,19/09/1993,CHECKMATE,19/06/2012,Yedang,South Korea,,163,,,,,F
Suri,Kang Suri,강수리,수리,11/10/1994,CHECKMATE,19/06/2012,Yedang,South Korea,,168,,,,,F
Yongseok,Choi Yongseok,최용석,용석,23/05/1996,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M
Euijin,Lee Euijin,이의진,의진,15/02/1990,Bigflo,19/07/2014,HO,South Korea,,,,Seoul,,,M
HighTop,Lim Hyeontae,임현태,하이탑,19/03/1994,Bigflo,19/07/2014,HO,South Korea,,178,60,,,,M
Lex,Jeon Hyungmin,전형민,렉스,12/1/1993,Bigflo,19/07/2014,HO,South Korea,,,,,,,M
Ron,Cheon Byeonghwa,천병화,론,22/01/1991,Bigflo,19/07/2014,HO,South Korea,,183,62,,,,M
Sungmin,Oh Sungmin,오성민,성민,31/12/1990,Bigflo,19/07/2014,HO,South Korea,,,,,,,M
Daesung,Daesung,강대성,대성,26/04/1989,BIGBANG,19/08/2006,YG,South Korea,,178,63,Incheon,,,M
G-Dragon,Kwon Jiyong,권지용,지드래곤,18/08/1988,BIGBANG,19/08/2006,YG,South Korea,,177,58,Seoul,GD&TOP,,M
T.O.P,Choi Seunghyun,최승현,탑,4/11/1987,BIGBANG,19/08/2006,YG,South Korea,,180,65,Seoul,GD&TOP,,M
Taeyang,Dong Youngbae,동영배,태양,18/05/1988,BIGBANG,19/08/2006,YG,South Korea,,174,56,Uljeongbu,,,M
Bit,No Minjae,노민재,빛,21/07/2004,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Doha,Na Gyumin,나규민,도하,7/3/2004,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Dohyon,Nam Dohyon,남도현,도현,10/11/2004,BAE173,19/11/2020,PocketDol,South Korea,,180,62,,,X1,M
Hangyul,Lee Hangyul,이한결,한결,7/12/1999,BAE173,19/11/2020,PocketDol,South Korea,,177,,,,X1| IM,M
J-Min,Jeon Minwook,전민욱,제이민,16/10/1999,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Junseo,Park Junseo,박준서,준서,28/12/2001,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Muzin,Kim Hyunwoo,김현우,무진,29/03/2001,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Yoojun,Jung Gun,정건,유준,27/12/2000,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Youngseo,Ryu Youngseo,류영서,영서,13/06/2002,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M
Kookheon,Kim Kookheon,김국헌,국헌,15/04/1997,B.O.Y,20/01/2020,Music Works,South Korea,,,,,,MYTEEN,M
Yuvin,Song Yuvin,송유빈,유빈,28/04/1998,B.O.Y,20/01/2020,Music Works,South Korea,,,,,,MYTEEN,M
Dey,Kim Sehyun,김세현,데이,11/6/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Eunho,Myung Eunho,명은호,은호,25/03/2001,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Eunsang,Lee Eunsang,이은상,은상,26/10/2002,YOUNITE,20/04/2022,Brand New,South Korea,,180,58,,,X1,M
Hyungseok,Song Hyungseok,송형석,형석,6/11/2002,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Hyunseung,Kim Hyunseung,김현승,현승,15/10/2002,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Kyungmun,Lim Kyungmun,임경문,경문,29/06/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Sion,Kim Sion,김시온,시온,19/10/2004,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Steve,Lim Dohyun,임도현,스티브,9/3/2002,YOUNITE,20/04/2022,Brand New,South Korea,USA,,,Los Angeles,,,M
Woono,Song Wonho,홍원호,우노,5/4/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Cha Hoon,Cha Hoon,차훈,차훈,12/7/1994,N.Flying,20/05/2015,FNC,South Korea,,,,Seoul,,,M
Hweseung,Yoo Hweseung,유회승,회승,28/02/1995,N.Flying,20/05/2015,FNC,South Korea,,,,,,,M
Jaehyun,Kim Jaehyun,김재현,재현,15/07/1994,N.Flying,20/05/2015,FNC,South Korea,,,,Seoul,,,M
Kwangjin,Kwon Kwangjin,권광진,광진,12/8/1992,N.Flying,20/05/2015,FNC,South Korea,,,,Seoul,,CNBLUE,M
Seunghyub,Lee Seunghyub,이승협,승협,31/10/1992,N.Flying,20/05/2015,FNC,South Korea,,,,Daegu,,,M
A-ra,Choi Eunji,최은지,아라,25/07/2003,Girls' World,20/06/2002,Liz,South Korea,,158,,Seoul,,,F
Hari,,,하리,8/4/2005,Girls' World,20/06/2002,Liz,Japan,,,,Kagoshima,,,F
Kyrin,Park Geumju,박금주,카이린,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,156,,Daejeon,,,F
Windy,Park Jinju,박진주,윈디,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,155,,Daejeon,,,F
Daeun,Jung Daeun,정다은,정다은,3/6/1994,2EYES,20/07/2013,SidusHQ,South Korea,,161,,Bucheon,,,F
Dasom,Lee Dasom,이다솜,다솜,13/11/1993,2EYES,20/07/2013,SidusHQ,South Korea,,164,,Cheongju,,,F
Hyangsuk,Lee Hyangsuk,이향숙,향숙,24/04/1991,2EYES,20/07/2013,SidusHQ,South Korea,,165,,Seoul,,,F
Hyerin,Kim Hyerin,김혜린,혜린,13/06/1993,2EYES,20/07/2013,SidusHQ,South Korea,,170,,Seoul,,,F
Eun,Choi Eunmi,최은미,은,14/05/1990,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F
Eunyoung,Joo Eunyoung,주은영,은영,12/6/1992,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F
Jiyou,Im Changsook,임창숙,지유,15/06/1989,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F
Surin,Kim Surin,김수린,수린,27/12/1991,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F
Choerry,Choi Yerim,최예림,최리,4/6/2001,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona Odd Eye Circle| ARTMS,,F
Chuu,Kim Jiwoo,김지우,츄,20/10/1999,LOONA,20/08/2018,Blockberry,South Korea,,,,Cheongju,Loona yyxy,,F
Gowon,Park Chaewon,박채원,고원,19/11/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F
Haseul,Jo Haseul,조하슬,하슬,18/08/1997,LOONA,20/08/2018,Blockberry,South Korea,,,,Ansan,Loona 1/3,,F
Heejin,Jeon Heejin,전희진,희진,19/10/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,Seongnam,Loona 1/3|ARTMS,,F
Hyunjin,Kim Hyunjin,김현진,현진,15/11/2000,LOONA,20/08/2018,Blockberry,South Korea,,,,Jeonju,Loona 1/3,,F
JinSoul,Jung Jinsol,정진솔,진솔,13/06/1997,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona Odd Eye Circle| ARTMS,,F
Kim Lip,Kim Jungeun,김정은,김립,10/2/1999,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona Odd Eye Circle| ARTMS,,F
Olivia Hye,Son Hyeju,손혜주,올리비아 혜,13/11/2001,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F
Vivi,Wong Viian,황가희,비비,9/12/1996,LOONA,20/08/2018,Blockberry,Hong Kong,,,,Hong Kong,Loona 1/3,,F
Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,20/08/2018,Blockberry,South Korea,,,,Guro,Loona 1/3,,F
Yves,Ha Sooyoung,하수영,이브,24/05/1997,LOONA,20/08/2018,Blockberry,South Korea,,,,,Loona yyxy,,F
Seungyoon,Cho Seungyoon,조승연,승연,5/8/1996,UNIQ,20/10/2014,Yuehua,South Korea,,183,68,,,X1,M
Sungjoo,Kim Sungjoo,김성주,성주,16/02/1994,UNIQ,20/10/2014,Yuehua,South Korea,,180,65,,,,M
Wenhan,Li Wenhan,리원한,원한,22/07/1994,UNIQ,20/10/2014,Yuehua,China,,180,64,,,,M
Yibo,Wang Yibo,왕이보,이보,5/8/1997,UNIQ,20/10/2014,Yuehua,China,,182,65,,,,M
Yixuan,Zhou Yixuan,조이쉔,이쉔,11/12/1990,UNIQ,20/10/2014,Yuehua,China,,183,65,,,,M
Chaeyoung,Son Chaeyoung,손채영,채영,23/04/1999,Twice,20/10/2015,JYP,South Korea,,159,,Seoul,,,F
Dahyun,Kim Dahyun,김다현,다현,28/05/1998,Twice,20/10/2015,JYP,South Korea,,165,,Seongnam,,,F
Jeongyeon,Yoo Jeongyeon,유정연,정연,1/11/1996,Twice,20/10/2015,JYP,South Korea,,168,,Suwon,,,F
Jihyo,Park Jisoo,박지수,지효,1/2/1997,Twice,20/10/2015,JYP,South Korea,,162,,Guri,,,F
Mina,Myoui Mina,묘이 미나,미나,24/03/1997,Twice,20/10/2015,JYP,Japan,,163,,San Antonio,MISAMO,,F
Momo,Hirai Momo,히라이 모모,모모,9/11/1996,Twice,20/10/2015,JYP,Japan,,167,,Kyoto,MISAMO,,F
Nayeon,Im Nayeon,임나연,나연,22/09/1995,Twice,20/10/2015,JYP,South Korea,,163,,Seoul,,,F
Sana,Minatozaki Sana,미나토자키 사나,사나,29/12/1996,Twice,20/10/2015,JYP,Japan,,168,,Osaka,MISAMO,,F
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,14/06/1999,Twice,20/10/2015,JYP,Taiwan,,169,,Tainan,,,F
Bora,Kim Bora,김보라,보라,3/3/1999,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F
Chaerin,Park Chaerin,박채린,채린,13/03/2002,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F
Haeyoon,Park Haeyoon,박해윤,해윤,10/1/1996,Cherry Bullet,21/01/2019,FNC,South Korea,,157,43,,,,F
Jiwon,Heo Jiwon,허지원,지원,4/9/2000,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F
May,Hirokawa Mao,히로카와 마오,메이,16/11/2004,Cherry Bullet,21/01/2019,FNC,Japan,,,,,,,F
Remi,Katsuno Rise,카츠노 리세,레미,26/04/2001,Cherry Bullet,21/01/2019,FNC,Japan,,,,,,,F
Yuju,Choi Yuju,최유주,유주,5/3/1997,Cherry Bullet,21/01/2019,FNC,South Korea,,,,,,,F
Changsub,Lee Changsub,이창섭,창섭,26/02/1991,BtoB,21/03/2012,Cube,South Korea,,177,64,Suwon,,,M
Eunkwang,Seo Eunkwang,서은광,은광,22/11/1990,BtoB,21/03/2012,Cube,South Korea,,173,62,Yongin,,,M
Hyunsik,Lim Hyunsik,임현식,현식,7/3/1992,BtoB,21/03/2012,Cube,South Korea,,177,66,Ilsan,,,M
Ilhoon,Jung Ilhoon,정일훈,일훈,4/10/1994,BtoB,21/03/2012,Cube,South Korea,,176,64,Seoul,,,M
